BLZ;name;city;shortName;BIC
50210300;Hypothekenbank Frankfurt ehem. Eurohypo;Eschborn, Taunus;Hypothekenbank Frankfurt;EHYPDEFFXXX
50210600;equinet Bank;Frankfurt am Main;equinet Bank, Frankfurt;EQUNDEFFXXX
50210800;ProCredit Bank, Frankfurt am Main;Frankfurt am Main;ProCredit Bank, Frankfurt;PRCBDEFFXXX
50210900;Citigroup Global Markets Deutschland;Frankfurt am Main;Citigroup GM Frankfurt;CITIDEFFXXX
50220085;UBS Deutschland;Frankfurt am Main;UBS Deutschland Frankfurt/M;SMHBDEFFXXX
50220085;UBS Deutschland;Hamburg;UBS Deutschland Hamburg;SMHBDEFFHAM
50220085;UBS Deutschland;Offenbach am Main;UBS Deutschland Offenbach/M;SMHBDEFFOFF
50220085;UBS Deutschland;Düsseldorf;UBS Deutschland Düsseldorf;SMHBDEFFDUS
50220085;UBS Deutschland;München;UBS Deutschland München;SMHBDEFFMUN
50220085;UBS Deutschland;Berlin;UBS Deutschland Berlin;SMHBDEFFBER
50220085;UBS Deutschland;Stuttgart;UBS Deutschland Stuttgart;SMHBDEFFSTG
50220085;UBS Deutschland;Bielefeld;UBS Deutschland Bielefeld;SMHBDEFFBIE
50220085;UBS Deutschland;Köln;UBS Deutschland Köln;SMHBDEFFKOE
50220200;Bethmann Bank (Vormals LGT Bank Deutschland);Frankfurt am Main;Bethmann Bank (LGT Ffm);DELBDE33XXX
50220500;Bank of Scotland;Frankfurt am Main;Bank of Scotland;BOFSDEF1XXX
50220900;Hauck & Aufhäuser Privatbankiers;Frankfurt am Main;Hauck & Aufhäuser;HAUKDEFFXXX
50230000;ABC International Bank Frankfurt am Main;Frankfurt am Main;ABC International Bank Ffm;ABCADEFFXXX
50230100;Morgan Stanley Bank Internaional;Frankfurt am Main;Morgan Stanley Bank Int;MSPCDEF1XXX
50230300;FCB Firmen-Credit Bank;Frankfurt am Main;FCB Firmen-Credit Bank Ffm;FCFBDEFFXXX
50230400;The Royal Bank of Scotland Niederlassung Frankfurt;Frankfurt am Main;RBS NDL Frankfurt;ABNADEFFFRA
50230600;Isbank;Frankfurt am Main;Isbank Frankfurt Main;ISBKDEFXXXX
50230700;Metzler, B. - seel Sohn & Co;Frankfurt am Main;Bankhaus Metzler Frankfurt;METZDEFFXXX
50230800;Ikano Bank;Wiesbaden;Ikano Bank;PLFGDE5AXXX
50230888;Ikano Bank;Wiesbaden;Ikano Bank;PLFGDE5AIKB
50250200;Deutsche Leasing Finance;Bad Homburg v d Höhe;DL Finance Bad Homburg;DLFGDE51XXX
50310400;Barclays Bank Frankfurt;Frankfurt am Main;Barclays Bank Frankfurt;BARCDEFFXXX
50310455;Reiseschecks - Barclays Bank Frankfurt;Frankfurt am Main;Reiseschecks - Barclays Ffm;BARCDEF1TCS
50310900;China Construction Bank Ndl Frankfurt;Frankfurt am Main;CCB Frankfurt;PCBCDEFFXXX
50320000;VTB Bank (Deutschland);Frankfurt am Main;VTB Bank Deutschland Ffm;OWHBDEFFXXX
50320191;UniCredit Bank - HypoVereinsbank;Frankfurt am Main;UniCredit Bank-HypoVereinbk;HYVEDEMM430
50320191;UniCredit Bank - HypoVereinsbank;Hanau;UniCredit Bank-HypoVereinbk;HYVEDEMM430
50320191;UniCredit Bank - HypoVereinsbank;Bad Homburg v d Höhe;UniCredit Bank-HypoVereinbk;HYVEDEMM430
50320500;Banco Santander Filiale Frankfurt;Frankfurt am Main;Banco Santander Ffm;BSCHDEFFXXX
50320600;Attijariwafa bank Europa ZNdl. Frankfurt;Frankfurt am Main;Attijariwafa bank Frankfurt;BCMADEFFXXX
50320900;Pictet & Cie (Europe) Ndl Frankfurt am Main;Frankfurt am Main;Pictet & Cie Europe Ffm;PICTDEFFXXX
50324000;ABN AMRO Bank, Frankfurt Branch;Frankfurt am Main;ABN AMRO Bank;FTSBDEFAXXX
50324040;ABN AMRO Bank, MoneYou;Frankfurt am Main;ABN AMRO Bank MoneYou, Ffm;FTSBDEFAMYO
50330000;State Bank of India;Frankfurt am Main;State Bk of India Frankfurt;SBINDEFFXXX
50330200;MHB-Bank;Frankfurt am Main;MHB-Bank Frankfurt;MHBFDEFFXXX
50330300;The Bank of New York Mellon;Frankfurt am Main;The Bank of New York Mellon;IRVTDEFXXXX
50330500;BANQUE CHAABI DU MAROC Agentur Frankfurt Ndl. Deutschland;Frankfurt am Main;CHAABI BANK FRANKFURT;BCDMDEF1XXX
50330700;TARGOBANK (vormals Valovis Bank Neu-Isenburg);Neu-Isenburg;TARGOBANK;VCBADEAFXXX
50334400;The Bank of New York Mellon NL Frankfurt;Frankfurt am Main;BNY Mellon NL FFM;BNYMDEF1XXX
50400000;Bundesbank Zentrale;Frankfurt am Main;BBk Zentrale Frankfurt Main;MARKDEFFXXX
50510111;SEB;Offenbach am Main;SEB Offenbach Main;ESSEDE5F505
50510111;SEB;Darmstadt;SEB Darmstadt;ESSEDE5F506
50510111;SEB;Hanau;SEB Hanau;ESSEDE5F508
50510111;SEB;Heusenstamm;SEB Heusenstamm;ESSEDE5F507
50510120;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510121;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510122;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510123;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510124;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510125;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510126;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510127;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510128;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510129;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510130;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510131;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510132;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510133;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510134;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510135;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510136;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510137;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510138;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510139;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510140;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510141;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510142;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510143;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510144;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510145;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510146;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510147;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510148;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510149;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510150;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510151;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510152;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510153;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510154;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510155;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510156;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510157;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510158;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510159;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510160;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510161;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510162;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510163;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510164;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510165;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510166;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510167;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510168;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510169;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510170;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510171;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510172;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510173;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510174;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510175;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510176;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510177;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510178;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510179;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50510180;SEB TZN MB Ffm;Frankfurt am Main;SEB TZN MB;ESSEDE5FXXX
50520190;UniCredit Bank - HypoVereinsbank;Offenbach am Main;UniCredit Bank-HypoVereinbk;HYVEDEMM467
50520190;UniCredit Bank - HypoVereinsbank;Rodgau;UniCredit Bank-HypoVereinbk;HYVEDEMM467
50522222;FIDOR Bank Zndl Frankfurt am Main;Frankfurt am Main;FIDOR Bank Frankfurt;FDORDEF1XXX
50530000;Cronbank;Dreieich;Cronbank;GENODE51CRO
50540028;Commerzbank;Offenbach am Main;Commerzbank Offenbach Main;COBADEFFXXX
50550020;Städtische Sparkasse Offenbach;Offenbach am Main;Städtische Spk Offenbach;HELADEF1OFF
50560102;Raiffeisenbank Offenbach/M.-Bieber;Offenbach am Main;Raiffbk Offenbach;GENODE51OF2
50561315;Vereinigte Volksbank Maingau;Obertshausen;Ver VB Maingau;GENODE51OBH
50570018;Deutsche Bank;Offenbach am Main;Deutsche Bank Offenbach;DEUTDEFF505
50570018;Deutsche Bank;Neu-Isenburg;Deutsche Bank Neu-Isenburg;DEUTDEFF507
50570018;Deutsche Bank;Obertshausen;Deutsche Bank Obertshausen;DEUTDEFF549
50570018;Deutsche Bank;Heusenstamm;Deutsche Bank Heusenstamm;DEUTDEFF546
50570018;Deutsche Bank;Mühlheim am Main;Deutsche Bank Mühlheim Main;DEUTDEFF548
50570018;Deutsche Bank;Dreieich;Deutsche Bank Dreieich;DEUTDEFF545
50570018;Deutsche Bank;Dietzenbach;Deutsche Bank Dietzenbach;DEUTDEFF544
50570018;Deutsche Bank;Langen (Hessen);Deutsche Bank Langen Hess;DEUTDEFF547
50570018;Deutsche Bank;Rodgau;Deutsche Bank Rodgau;DEUTDEFF550
50570024;Deutsche Bank Privat und Geschäftskunden;Offenbach am Main;Deutsche Bank PGK Offenbach;DEUTDEDB505
50570024;Deutsche Bank Privat und Geschäftskunden;Dietzenbach;Deutsche Bank PGK Dietzenb;DEUTDEDB538
50570024;Deutsche Bank Privat und Geschäftskunden;Dreieich;Deutsche Bank PGK Dreieich;DEUTDEDB539
50570024;Deutsche Bank Privat und Geschäftskunden;Heusenstamm;Deutsche Bank PGK Heusensta;DEUTDEDB529
50570024;Deutsche Bank Privat und Geschäftskunden;Langen (Hessen);Deutsche Bank PGK Langen;DEUTDEDB528
50570024;Deutsche Bank Privat und Geschäftskunden;Mühlheim am Main;Deutsche Bank PGK Mühlheim;DEUTDEDB527
50570024;Deutsche Bank Privat und Geschäftskunden;Neu-Isenburg;Deutsche Bank PGK Neu-Isenb;DEUTDEDB507
50570024;Deutsche Bank Privat und Geschäftskunden;Obertshausen;Deutsche Bank PGK Obertshau;DEUTDEDB526
50570024;Deutsche Bank Privat und Geschäftskunden;Rodgau;Deutsche Bank PGK Rodgau;DEUTDEDB525
50580005;Commerzbank vormals Dresdner Bank;Offenbach am Main;Commerzbank Offenbach;DRESDEFF505
50580085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Offenbach am Main;Commerzbank ITGK1 Offenbc;DRESDEFFJ12
50590000;Offenbacher Volksbank -alt-;Offenbach am Main;Offenbacher Volksbank -alt-;GENODE51OF1
50592200;Volksbank Dreieich;Dreieich;VB Dreieich;GENODE51DRE
50640015;Commerzbank;Hanau;Commerzbank Hanau Main;COBADEFFXXX
50650023;SPARKASSE HANAU;Hanau;SPARKASSE HANAU;HELADEF1HAN
50652124;Sparkasse Langen-Seligenstadt;Seligenstadt, Hess;Spk Langen-Seligenstadt;HELADEF1SLS
50661639;VR Bank Main-Kinzig-Büdingen;Büdingen, Hess;VR Bk Main-Kinzig-Büdingen;GENODEF1LSR
50661816;Volksbank Heldenbergen Ndl d Frankfurter VB;Nidderau, Hess;Volksbank Heldenbergen;GENODE51NIH
50662299;Raiffeisenbank Bruchköbel -alt-;Bruchköbel;Raiffbk Bruchköbel -alt-;GENODEF1BKO
50662669;Raiffeisenbank Maintal Ndl d Frankfurter VB;Maintal;Frankfurter Volksbank;RBMFDEF1XXX
50663699;Raiffeisenbank;Rodenbach b Hanau;Raiffbk Rodenbach Hanau;GENODEF1RDB
50670009;Deutsche Bank;Hanau;Deutsche Bank Hanau Main;DEUTDEFF506
50670024;Deutsche Bank Privat und Geschäftskunden;Hanau;Deutsche Bank PGK Hanau;DEUTDEDB506
50680002;Commerzbank vormals Dresdner Bank;Hanau;Commerzbank Hanau Main;DRESDEFF506
50680085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Hanau;Commerzbank ITGK1 Hanau;DRESDEFFJ13
50690000;Volksbank Raiffeisenbank Hanau Ndl d Frankf VB;Hanau;Frankfurter Volksbank;GENODEF1HUV
50691300;DZB BANK;Mainhausen;DZB BANK Mainhausen;DZBMDEF1XXX
50692100;Volksbank Seligenstadt;Seligenstadt, Hess;Volksbank Seligenstadt;GENODE51SEL
50740048;Commerzbank;Gelnhausen;Commerzbank GH F-G48;COBADEFFXXX
50750094;Kreissparkasse Gelnhausen;Gelnhausen;Kreissparkasse Gelnhausen;HELADEF1GEL
50761333;Volksbank -alt-;Büdingen, Hess;Volksbank Büdingen -alt-;GENODE51BUE
50780006;Commerzbank vormals Dresdner Bank;Gelnhausen;Commerzbank Gelnhausen;DRESDEFF524
50790000;VR Bank Bad Orb-Gelnhausen;Gelnhausen;VR Bank Bad Orb-Gelnhausen;GENODE51GEL
50793300;Birsteiner Volksbank -alt-;Birstein;Birsteiner Volksbank -alt-;GENODE51BIV
50794300;VR Bank Wächtersbach/Bad Soden-Salmünster -alt;Wächtersbach;VR Bank Wächtersbach -alt-;GENODE51WBH
50820292;UniCredit Bank - HypoVereinsbank;Darmstadt;UniCredit Bank-HypoVereinbk;HYVEDEMM487
50835800;MCE Bank;Flörsheim am Main;MCE Bank Flörsheim;MKGMDE51XXX
50840005;Commerzbank;Darmstadt;Commerzbank Darmstadt;COBADEFFXXX
50850150;Stadt- und Kreis-Sparkasse Darmstadt;Darmstadt;St u Kr Spk Darmstadt;HELADEF1DAS
50851952;Sparkasse Odenwaldkreis;Erbach, Odenw;Spk Odenwaldkreis Erbach;HELADEF1ERB
50852553;Kreissparkasse Groß-Gerau;Groß-Gerau;Kr Spk Groß-Gerau;HELADEF1GRG
50852651;Sparkasse Dieburg;Groß-Umstadt;Sparkasse Dieburg;HELADEF1DIE
50861501;Raiffeisenbank Nördliche Bergstraße;Alsbach-Hähnlein;Raiffbk Nördliche Bergstr;GENODE51ABH
50862408;Vereinigte Volksbank Griesheim-Weiterstadt -alt-;Griesheim, Hess;Ver VB Griesh-Weiterst -alt;GENODE51GRI
50862835;Raiffeisenbank Schaafheim;Schaafheim;Raiffeisenbank Schaafheim;GENODE51SHM
50862903;Volksbank Mainspitze;Ginsheim-Gustavsburg;Volksbank Mainspitze;GENODE51GIN
50863513;Volksbank Odenwald;Michelstadt;Volksbank Odenwald;GENODE51MIC
50863906;Volksbank Modautal Modau;Ober-Ramstadt;Volksbank Modautal Modau;GENODE51ORM
50864322;Volksbank Modau;Ober-Ramstadt;Volksbank Modau;GENODE51ORA
50865224;VB Mörfelden-Walldorf Ndl d Frankfurter VB;Mörfelden-Walldorf;Volksbank Mörfelden-Walldf;GENODE51MWA
50865503;Volksbank;Eppertshausen;VB Eppertshausen;GENODE51EPT
50870005;Deutsche Bank;Darmstadt;Deutsche Bank Darmstadt;DEUTDEFF508
50870005;Deutsche Bank;Griesheim, Hess;Deutsche Bank Griesheim Hes;DEUTDEFF551
50870005;Deutsche Bank;Groß-Gerau;Deutsche Bank Groß-Gerau;DEUTDEFF552
50870024;Deutsche Bank Privat und Geschäftskunden;Darmstadt;Deutsche Bank PGK Darmstadt;DEUTDEDB508
50870024;Deutsche Bank Privat und Geschäftskunden;Griesheim, Hess;Deutsche Bank PGK Griesheim;DEUTDEDB554
50870024;Deutsche Bank Privat und Geschäftskunden;Groß-Gerau;Deutsche Bank PGK Groß-Gera;DEUTDEDB555
50880050;Commerzbank vormals Dresdner Bank;Darmstadt;Commerzbank Darmstadt;DRESDEFF508
50880085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Darmstadt;Commerzbank ITGK1 Darmstd;DRESDEFFJ14
50880086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;Darmstadt;Commerzbank ITGK2 Darmstd;DRESDEFFJ15
50890000;Volksbank Darmstadt - Südhessen;Darmstadt;VB Darmstadt - Südhessen;GENODEF1VBD
50890634;apoBank;Darmstadt;apoBank Darmstadt;DAAEDED1034
50950068;Sparkasse Bensheim;Bensheim;Sparkasse Bensheim;HELADEF1BEN
50951469;Sparkasse Starkenburg;Heppenheim (Bergstraße);Sparkasse Starkenburg;HELADEF1HEP
50961206;Raiffeisenbank Ried;Bürstadt;Raiffeisenbank Bürstadt;GENODE51RBU
50961312;Raiffeisenbank Groß-Rohrheim;Groß-Rohrheim;Raiffbk Groß-Rohrheim;GENODE51GRM
50961592;Volksbank Weschnitztal;Rimbach, Odenw;Volksbank Weschnitztal;GENODE51FHO
50961685;Volksbank Überwald-Gorxheimertal;Abtsteinach;Volksbank Überwald-Gorxheim;GENODE51ABT
50970004;Deutsche Bank;Bensheim;Deutsche Bank Bensheim;DEUTDEFF509
50970004;Deutsche Bank;Heppenheim (Bergstraße);Deutsche Bank Heppenheim;DEUTDEFF519
50970024;Deutsche Bank Privat und Geschäftskunden;Bensheim;Deutsche Bank PGK Bensheim;DEUTDEDB509
50970024;Deutsche Bank Privat und Geschäftskunden;Heppenheim (Bergstraße);Deutsche Bank PGK Heppenhei;DEUTDEDB519
51010111;SEB;Wiesbaden;SEB Wiesbaden;ESSEDE5F510
51010400;Aareal Bank;Wiesbaden;Aareal Bank;AARBDE5WXXX
51010800;Aareal Bank Zw L;Wiesbaden;Aareal Bank Zw L Wiesbaden;AARBDE5W108
51020000;BHF-BANK;Wiesbaden;BHF-BANK Wiesbaden;BHFBDEFF510
51020186;UniCredit Bank - HypoVereinsbank;Wiesbaden;UniCredit Bank-HypoVereinbk;HYVEDEMM478
51040038;Commerzbank;Wiesbaden;Commerzbank Wiesbaden;COBADEFFXXX
51050015;Nassauische Sparkasse;Wiesbaden;Nass Spk Wiesbaden;NASSDE55XXX
51051000;S Broker Wiesbaden;Wiesbaden;S Broker Wiesbaden;PULSDE5WXXX
51070021;Deutsche Bank;Wiesbaden;Deutsche Bank Wiesbaden;DEUTDEFF510
51070021;Deutsche Bank;Eltville am Rhein;Deutsche Bank Eltville;DEUTDEFF512
51070021;Deutsche Bank;Taunusstein;Deutsche Bank Taunusstein;DEUTDEFF514
51070024;Deutsche Bank Privat und Geschäftskunden;Wiesbaden;Deutsche Bank PGK Wiesbaden;DEUTDEDB510
51070024;Deutsche Bank Privat und Geschäftskunden;Eltville am Rhein;Deutsche Bank PGK Eltville;DEUTDEDB512
51070024;Deutsche Bank Privat und Geschäftskunden;Taunusstein;Deutsche Bank PGK Taunusste;DEUTDEDB514
51080060;Commerzbank vormals Dresdner Bank;Wiesbaden;Commerzbank Wiesbaden;DRESDEFF510
51080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Wiesbaden;Commerzbank ITGK1 Wiesbdn;DRESDEFFJ16
51080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK2;Wiesbaden;Commerzbank ITGK2 Wiesbdn;DRESDEFFJ17
51089410;Commerzbank vormals Dresdner Bank ITGK;Wiesbaden;Commerzbank Wiesbad. ITGK;DRESDEFFI20
51090000;Wiesbadener Volksbank;Wiesbaden;Wiesbadener Volksbank;WIBADE5WXXX
51090636;apoBank;Wiesbaden;apoBank Wiesbaden;DAAEDED1036
51091500;Rheingauer Volksbank;Geisenheim, Rheingau;Rheingauer Volksbank;GENODE51RGG
51091700;vr bank Untertaunus;Idstein;vr bank Untertaunus;VRBUDE51XXX
51091711;Bank f Orden u Mission Zndl vr bk Untertaunus;Idstein;Bk f Orden u Mission Idstn;BFOMDE51XXX
51140029;Commerzbank;Limburg a d Lahn;Commerzbank Limburg Lahn;COBADEFFXXX
51150018;Kreissparkasse Limburg;Limburg a d Lahn;Kr Spk Limburg;HELADEF1LIM
51151919;Kreissparkasse Weilburg;Weilburg;Kr Spk Weilburg;HELADEF1WEI
51161606;Volksbank Langendernbach;Dornburg, Westerw;Volksbank Langendernbach;GENODE51LDD
51170010;Deutsche Bank;Limburg a d Lahn;Deutsche Bank Limburg Lahn;DEUTDEFF511
51170024;Deutsche Bank Privat und Geschäftskunden;Limburg a d Lahn;Deutsche Bank PGK Limburg;DEUTDEDB511
51180041;Commerzbank vormals Dresdner Bank;Limburg a d Lahn;Commerzbank Limburg Lahn;DRESDEFF511
51190000;Vereinigte Volksbank Limburg;Limburg a d Lahn;Ver Volksbank Limburg;GENODE51LIM
51191200;Volksbank Goldner Grund;Bad Camberg;Volksbank Goldner Grund;GENODE51CAM
51191800;Volksbank Schupbach;Beselich;Volksbank Schupbach;GENODE51SBH
51192200;Volks- und Raiffeisenbank Weilmünster -alt-;Weilmünster;VuR-Bank Weilmünster -alt-;GENODE51WEM
51210600;BNP Paribas Niederlassung Deutschland;Frankfurt am Main;BNP PARIBAS Ndl Deutschland;BNPADEFFXXX
51210699;BNP Paribas Niederlassung Deutschland;Frankfurt am Main;BNP PARIBAS Ndl Deutschland;BNPADEFFXXX
51210700;NIBC Bank Zndl Frankfurt am Main;Frankfurt am Main;NIBC Bank Frankfurt am Main;NZFMDEF1XXX
51210800;Societe Generale;Frankfurt am Main;SOGEBANK Frankfurt Main;SOGEDEFFXXX
51211000;NATIXIS Pfandbriefbank;Frankfurt am Main;NATIXIS Pfandbriefbank Ffm;NATXDEFPXXX
51220200;SEB Merchant Banking;Frankfurt am Main;SEB Merchant Banking Ffm;ESSEDEFFXXX
51220211;SEB Frankfurt SAP;Frankfurt am Main;SEB Ffm SAP;ESSEDE5F512
51220700;ZIRAAT BANK International;Frankfurt am Main;ZIRAAT BANK;TCZBDEFFXXX
51220800;Banco do Brasil;Frankfurt am Main;Banco do Brasil Frankfurt;BRASDEFFXXX
51220900;Morgan Stanley Bank;Frankfurt am Main;Morgan Stanley Bank;MSFFDEFPXXX
51220910;Morgan Stanley Bank;Frankfurt am Main;Morgan Stanley Bank;MSFFDEFXCND
51230400;RBS ( Deutschland ) Frankfurt am Main;Frankfurt am Main;RBS Deutschland FFM;ABNADE55FRA
51230500;Standard Chartered Bank Germany Branch, Frankfurt;Frankfurt am Main;Standard Chartered Bank Ffm;SCBLDEFXXXX
51230502;ETC Standard Chartered Bank Germany Branch;Frankfurt am Main;ETC SCB Germany Branch;SCBLDEF1ETC
51230555;Ikano Bank;Wiesbaden;Ikano Wiesbaden;PLFGDE5AIKB
51230600;Europe ARAB Bank;Frankfurt am Main;Europe ARAB Bank Frankfurt;ARABDEFFXXX
51230800;Wirecard Bank;Aschheim;Wirecard Bank;WIREDEMMXXX
51250000;Taunus-Sparkasse;Bad Homburg v d Höhe;Taunus-Sparkasse Bad Hombg;HELADEF1TSK
51300000;Bundesbank eh Gießen;Frankfurt am Main;BBk Frankfurt eh Gießen;MARKDEF1513
51310111;SEB;Gießen, Lahn;SEB Gießen;ESSEDE5F513
51310111;SEB;Wetzlar;SEB Wetzlar;ESSEDE5F515
51340013;Commerzbank;Gießen, Lahn;Commerzbank Gießen;COBADEFFXXX
51343224;Commerzbank;Alsfeld;Commerzbank Alsfeld;COBADEFFXXX
51350025;Sparkasse Gießen;Gießen, Lahn;Sparkasse Gießen;SKGIDE5FXXX
51351526;Sparkasse Grünberg;Grünberg, Hess;Sparkasse Grünberg;HELADEF1GRU
51352227;Sparkasse Laubach-Hungen;Laubach, Hess;Sparkasse Laubach-Hungen;HELADEF1LAU
51361021;Volksbank Heuchelheim;Heuchelheim, Kr Gießen;Volksbank Heuchelheim;GENODE51HHE
51370008;Deutsche Bank;Gießen, Lahn;Deutsche Bank Gießen;DEUTDEFF513
51370024;Deutsche Bank Privat und Geschäftskunden;Gießen, Lahn;Deutsche Bank PGK Gießen;DEUTDEDB513
51380040;Commerzbank vormals Dresdner Bank;Gießen, Lahn;Commerzbank Gießen;DRESDEFF513
51380085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1;Gießen, Lahn;Commerzbank ITGK1 Gießen;DRESDEFFJ18
51390000;Volksbank Mittelhessen;Gießen, Lahn;VB Mittelhessen;VBMHDE5FXXX
51410111;SEB;Frankfurt am Main;SEB Frankfurt am Main;ESSEDE5F514
51410600;Merrill Lynch International Bank Limited Zndl Frankfurt;Frankfurt am Main;Merrill Lynch Intl Bank FFM;MELBDEF1XXX
51410700;Bank of China;Frankfurt am Main;Bank of China Frankfurt;BKCHDEFFXXX
51410800;OnVista Bank;Frankfurt am Main;OnVista Bank Frankfurt/Main;BOURDEFFXXX
51420200;Misr Bank-Europe;Frankfurt am Main;Misr Bank-Europe Ffm;MIBEDEFFXXX
51420300;Bank Julius Bär Europe;Frankfurt am Main;Bank Julius Bär Frankfurt;BAERDEF1XXX
